Year,Simulation,Total Pumping,Annual Revenue
1996,1,5731.901596571284,22.547728238189137
1996,1,5641.125618116021,21.687857085056912
1996,2,6140.642226458244,27.330013822491406
1996,2,3501.271893908321,22.971322041814847
1996,3,4745.302566743183,25.35522924835807
1996,3,5524.160302608,23.35740669820985
1996,4,5823.245993325042,25.715638657801605
1996,4,6188.122607237523,31.72529215525506
1996,5,5054.109594745878,22.57742164641819
1996,5,4332.594946275294,18.108191037411615
1996,6,6082.599235129011,24.832571080041603
1996,6,6564.330027042857,33.17379871286585
1996,7,5595.589973066962,25.206744511708216
1996,7,5534.1873276236765,23.79879302720005
1996,8,5266.945022589815,24.16077996143027
1996,8,5450.822182093307,25.61953282581257
1996,9,5688.077159179627,26.3897910762705
1996,9,5197.974966135092,20.93531072878648
1996,10,5878.478277049769,23.231618681779025
1996,10,5920.170848131024,25.964544270659996
1996,11,6032.8784049652695,31.899721682683612
1996,11,6362.244300593956,36.32289697996712
1996,12,5890.453074858458,28.569160713478936
1996,12,5191.795306507784,21.765146923217195
1996,13,4840.909616089944,19.825589082209994
1996,13,6113.563898072563,38.291697150315215
1996,14,5933.2901846036375,33.07205001019007
1996,14,6347.22981682607,34.054438456296225
1996,15,5337.782357703293,24.500437145581667
1996,15,5805.555272507506,34.110174143776355
1996,16,5348.605816927111,21.947265678335686
1996,16,5873.619021766679,35.49557884207019
1996,17,6321.262021319229,26.633873902712224
1996,17,6220.178639637318,27.708696421707796
1996,18,5888.838390621148,26.356643120643685
1996,18,6103.797312763652,33.595636335316335
1996,19,6441.553586400894,30.00808840425247
1996,19,5506.759531107849,30.43378778280576
1996,20,6383.59063392561,30.672066150524433
1996,20,6210.0554980430825,36.22845999740219
1996,21,5796.613179942606,27.721035449119128
1996,21,5768.030944649384,34.54139343200357
1996,22,5649.156331276748,23.614655703936812
1996,22,5708.38015108381,28.643689704345448
1996,23,6023.0861756334525,23.9724495619069
1996,23,5054.830340226584,24.751871129412333
1996,24,6374.713269786208,28.106810619636594
1996,24,4150.9293659188315,21.389736771543735
1996,25,5810.212630239567,26.612692514591423
1996,25,6017.083372250837,24.388824845284198
1996,26,5981.955263602127,24.330923765225528
1996,26,5699.364946899187,29.731233237723217
1996,27,6269.262049719736,30.096271736921892
1996,27,6502.331623530635,34.86748458534879
1996,28,5815.007280201032,23.007047007718782
1996,28,5098.911772673915,23.853504415119374
1996,29,5884.833869459549,24.302510550444275
1996,29,6275.324900599278,33.08654066596827
1996,30,6380.341824113457,28.698649948808733
1996,30,6287.181649515094,33.477769608607844
1996,31,3913.681109131032,24.340343840069888
1996,31,5275.842261417909,23.65261107945955
1996,32,5853.524068049842,23.243185570455182
1996,32,6359.8526209417005,30.326903939657534
1996,33,5090.224591644966,23.472622574215652
1996,33,5113.249659921678,25.04079455759405
1996,34,5009.645643263693,21.748094041077994
1996,34,4990.125658297696,25.362563964762373
1996,35,5762.096592682333,22.984049699567194
1996,35,5461.418678655924,19.097749315883835
1996,36,5802.585139596371,22.929350660212226
1996,36,5302.140504740233,28.753389037731374
1996,37,5822.372789001877,22.759039917607016
1996,37,5326.421968636356,26.04069666166561
1996,38,5606.58289080855,22.901330843514792
1996,38,6009.466657721813,34.72499816077002
1996,39,6281.486046149555,30.5002150636958
1996,39,6096.7315633598055,28.802049821156583
1996,40,6293.093449923275,26.541806832080326
1996,40,6101.541769484091,27.18231179846795
1996,41,5808.39882295958,22.82954596550908
1996,41,6136.799206655849,34.9653808311707
1996,42,5952.871136438868,26.176353756071492
1996,42,6157.434197564909,38.41412985963137
1996,43,6222.471911055647,28.53180406925859
1996,43,6388.345690073655,32.76515205249053
1996,44,5654.1204913278,23.42108671551859
1996,44,3475.5699119218484,11.558959667868603
1996,45,5885.982623298846,23.112214465468682
1996,45,5727.206874737827,27.740735421332307
1996,46,4360.0857062808645,23.676073344222285
1996,46,5746.0750293678,31.412757067330745
1996,47,6397.413170729981,30.471991540175523
1996,47,6186.845387206952,35.864867618323444
1996,48,6365.717348291555,28.59939255511964
1996,48,6430.303771348102,33.19874921184194
1996,49,5814.378837292448,23.057088317906864
1996,49,5763.103557023049,27.176222199693843
1996,50,6318.042558915386,27.790470430106446
1996,50,5701.580860582408,23.97066117575569
1996,51,5869.0054161494945,24.218931519902444
1996,51,3168.4270719445885,12.11184887078871
1996,52,6292.996812122843,29.513723955313623
1996,52,5751.048215804294,23.950400074222333
1996,53,5809.146745271319,22.185505607881527
1996,53,6139.578120825535,29.625403198587602
1996,54,6420.17981069008,30.19998517567847
1996,54,6081.242291683426,36.92981619806118
1996,55,5886.879031427085,23.446624288465223
1996,55,6359.0994878654865,42.793205594742574
1996,56,5724.6558943703985,24.563555207877588
1996,56,5359.289062957302,20.489822489241206
1996,57,6387.606658227313,30.23229652181706
1996,57,6154.681506591296,27.90637749224356
1996,58,6384.599384053787,29.036651481650875
1996,58,3742.567062483689,19.108774887883072
1996,59,6016.59704271004,23.78532898756751
1996,59,6072.778647097186,28.417721512599222
1996,60,6133.773655109755,27.07942095537528
1996,60,5746.642084037799,29.53292861487406
1996,61,5476.495904142293,22.6289124391634
1996,61,5364.814864720883,18.71783685349371
1996,62,5344.752352023337,24.361585445223913
